f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT
2612,2637,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,3133,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3105,3135,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,3234,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,3333,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,3432,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3403,3433,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501,3531,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,3631,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,3731,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,3831,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3805,3835,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3806,3836,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,3932,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3921,3931,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,3933,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,4031,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,4035,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,4039,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,4131,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,4132,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,4231,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,4232,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,5031,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,5032,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6102,6132,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6201,6231,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6205,6235,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6303,6333,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6305,6335,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6403,6433,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6503,6533,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001,7031,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7002,7032,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8003,8033,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,8034,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
