f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,branch_type,tap_min,tap_max,Pf_des,ImF,ImT
1596,1595,0.00124,0.003802,0.000445,57,57,57,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,1476,0.002397,0.007438,0.000859,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,941,0.004132,0.013306,0.001411,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,1829,0.007107,0.023058,0.002403,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,1829,0.000744,0.002397,0.000264,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,1008,0.000909,0.00281,0.000319,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,1008,0.003141,0.013306,0.001379,162,162,162,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,1232,0.000413,0.00124,0.000131,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,1233,0.000413,0.001322,0.000135,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,1007,0.000661,0.002562,0.0003,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,1890,0.012893,0.046446,0.004487,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,1524,0.019422,0.062397,0.006585,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,1543,0.020827,0.067025,0.007069,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,1415,0.001736,0.004959,0.00053,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,968,0.007603,0.023141,0.002713,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,1287,0.001736,0.005372,0.000634,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,1911,0.004132,0.012645,0.001498,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,857,0.012479,0.039669,0.004279,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,1062,0.003471,0.010661,0.001246,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,1191,0.003636,0.013388,0.001203,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,1191,0,0.000826,7e-06,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,1921,0.004711,0.015289,0.001605,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,1233,0.004463,0.012893,0.001735,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,1481,0.027686,0.071488,0.007393,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,1507,0.000826,0.002645,0.000305,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1508,0.000826,0.002645,0.00031,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,1882,0.005537,0.016942,0.00196,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,1641,0.006116,0.016612,0.001842,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,1543,0.003141,0.009421,0.001118,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,1585,0.000744,0.002314,0.000254,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,1586,0.000661,0.002149,0.000237,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,1670,0.000331,0.000992,0.000121,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,1671,0.000331,0.000992,0.000119,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,856,0.000331,0.000992,0.000114,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,857,0.000413,0.001322,0.000157,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,1760,0.004298,0.013306,0.001496,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,1043,0.000165,0.000579,6.5e-05,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,1044,0.000165,0.000579,6.8e-05,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,1007,0.000661,0.002149,0.000215,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,1008,0.000661,0.002066,0.00021,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,996,0.003554,0.011405,0.001183,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,1795,0.004132,0.013306,0.001396,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,1839,0.001488,0.004959,0.000469,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,1382,0.000744,0.002479,0.000286,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,1925,0.00438,0.013554,0.001541,140,140,140,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,1925,0.000331,0.000909,0.000109,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,1380,0.004876,0.01719,0.001917,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2103,0.000636,0.004826,0.000469,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,2167,0.033471,0.058934,0.005779,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,2167,0.029587,0.054711,0.005031,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,2168,0.033058,0.058603,0.005571,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,2180,0.048016,0.102636,0.013441,55,55,55,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,1943,0.013802,0.024207,0.002299,55,55,55,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,1988,0.056364,0.105207,0.01021,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,2038,0.058934,0.123967,0.011969,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1979,0.021744,0.05,0.005009,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,1979,0.034711,0.067438,0.006631,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,1938,0.019711,0.06676,0.006609,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,2437,0.03843,0.06562,0.006609,78,78,78,0,0,0,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,1945,0.02486,0.043479,0.00415,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,2316,0.022628,0.03957,0.00378,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,1981,0.022281,0.075446,0.00747,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,1986,0.025207,0.082636,0.00847,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,2346,0.020661,0.06686,0.006921,82,82,82,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,2174,0.059669,0.104554,0.009951,59,59,59,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,2445,0.027107,0.046124,0.00445,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,2445,0.033661,0.114017,0.011289,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,2193,0.024132,0.078512,0.008199,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,1993,0.018347,0.062562,0.00605,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,2223,0.024967,0.08457,0.008371,105,105,105,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,2305,0.022355,0.075727,0.007497,105,105,105,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,2215,0.016537,0.056008,0.005539,105,105,105,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,2396,0.026793,0.090719,0.008981,105,105,105,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,2010,0.014446,0.048942,0.00484,105,105,105,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,2396,0.020421,0.036157,0.003451,105,105,105,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,2204,0.032041,0.108521,0.01074,105,105,105,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,2243,0.016124,0.05281,0.005411,114,114,114,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,2286,0.016603,0.056231,0.005571,10,10,10,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,2131,0.104132,0.168512,0.01897,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,2394,0.033058,0.049587,0.00605,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,2077,0.1,0.165289,0.01822,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,2394,0.015703,0.046281,0.005009,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,1964,0.033802,0.055372,0.005951,67,67,67,0,0,0,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,2050,0.015703,0.046281,0.005009,69,69,69,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,2076,0.028934,0.047107,0.0053,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,2386,0.000554,0.001818,0.026831,118,118,118,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,1965,0.011983,0.040562,0.00401,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,2378,0.002661,0.009017,0.000891,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,2379,0.002661,0.009017,0.000891,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,2077,0.003314,0.005793,0.00061,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,2376,0.009917,0.022314,0.00242,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,2076,0.02562,0.043802,0.00455,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,1965,0.004132,0.006612,0.000731,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,2379,0.018182,0.035537,0.003901,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,1964,0.004132,0.006612,0.000731,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,2213,0.008769,0.029686,0.00294,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,2414,0.004446,0.01505,0.001491,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,2414,0.004967,0.016827,0.00167,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,1964,0.015703,0.047934,0.00515,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,2212,0.007438,0.023967,0.00257,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,2354,0.015703,0.027273,0.00264,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,2212,0.007438,0.02562,0.002781,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,2368,0.001653,0.004132,0.000409,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,2368,0.009091,0.028099,0.003071,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,2213,0.009091,0.029752,0.00319,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,2355,0.009091,0.028099,0.003071,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,2200,0.023141,0.058678,0.00574,102,102,102,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,2213,0.013719,0.044463,0.00439,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,2204,0.022314,0.071818,0.00702,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,2213,0.024893,0.084322,0.008349,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,2415,0.01362,0.046124,0.004569,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,2212,0.029496,0.099901,0.009891,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,2176,0.007521,0.012562,0.0013,57,57,57,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,2174,0.062149,0.105041,0.01058,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,2200,0.039669,0.069421,0.00666,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,2354,0.004959,0.015703,0.000801,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,1965,0.01438,0.02405,0.00249,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,2405,0.03876,0.064628,0.006679,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2175,0.011653,0.02124,0.00221,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,2044,0.01157,0.019826,0.001941,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,2355,0.007942,0.015909,0.001529,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,2076,0.003314,0.005793,0.000549,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,2225,0.009091,0.017364,0.00165,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,2077,0.01157,0.018934,0.002011,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,2076,0.01157,0.018934,0.001909,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,2043,0.000826,0.002479,0.000271,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,2354,0.015231,0.048397,0.00476,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,2355,0.01157,0.036364,0.003991,102,102,102,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,2373,0.007066,0.02395,0.002369,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,2309,0.02562,0.082636,0.00854,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,2264,0.021488,0.069421,0.00711,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,2224,0.009917,0.017364,0.001721,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,2370,0.019826,0.033802,0.003291,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,1964,0.025612,0.044149,0.004293,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,2077,0.005,0.008793,0.00084,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,2300,0.028099,0.04876,0.00477,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,2446,0.023,0.040273,0.003841,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,2204,0.025463,0.084959,0.00635,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,2145,0.037711,0.127744,0.012649,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,2027,0.028959,0.100876,0.00999,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,2238,0.080661,0.142066,0.013479,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,1995,0.041157,0.104463,0.01043,102,102,102,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,2372,0.058083,0.103752,0.00991,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,2188,0.025041,0.042893,0.004281,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,2304,0.016612,0.053802,0.005571,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,2335,0.015703,0.05157,0.00528,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,2335,0.024793,0.081322,0.008339,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2145,0.038909,0.068058,0.006493,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2380,0.001025,0.003471,0.000344,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2013,0.032372,0.058876,0.005827,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,2002,0.002917,0.009876,0.00098,102,102,102,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,1983,0.006033,0.017851,0.00183,102,102,102,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,2012,0.042066,0.141322,0.013939,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,1967,0.029917,0.101364,0.010031,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,1967,0.011653,0.03957,0.00392,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,2227,0.003719,0.012479,0.001159,102,102,102,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,1973,0.005372,0.015124,0.001529,102,102,102,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,2261,0.004132,0.01405,0.001379,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1973,0.000744,0.002314,0.00024,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,2266,0.007107,0.019422,0.002011,102,102,102,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,2001,0.004992,0.016909,0.001469,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2233,0.019174,0.063876,0.00598,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2259,0.003802,0.012636,0.001191,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2231,0.001157,0.003802,0.00038,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,2056,0.014554,0.053141,0.00523,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,2388,0.020083,0.068182,0.00674,10,10,10,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,2056,0.017107,0.057686,0.00567,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,2145,0.031959,0.055893,0.005329,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,2067,0.018479,0.032322,0.003081,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,2045,0.029008,0.051653,0.004891,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,2045,0.016612,0.029496,0.00288,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,2228,0.007934,0.026777,0.00264,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,2228,0.008636,0.017298,0.00166,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,1942,0.037603,0.067603,0.00651,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,2072,0.014132,0.046281,0.004751,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,2020,0.01,0.034793,0.00317,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,1932,0.006099,0.020653,0.00204,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,1952,0.022132,0.07514,0.00742,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,1952,0.046777,0.057934,0.00462,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2306,0.053876,0.094298,0.008981,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,2020,0.041397,0.083554,0.00786,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,2226,0.009678,0.032793,0.00325,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,1941,0.011653,0.034628,0.00356,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,1983,0.022041,0.074669,0.007391,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,2249,0.012141,0.041124,0.00407,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,2188,0.040331,0.068934,0.006921,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,2246,0.033636,0.085446,0.008741,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,2233,0.016686,0.035289,0.00341,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,2365,0.057603,0.122149,0.01179,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,2231,8e-06,8.3e-05,0,78,78,78,0,0,0,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,2304,0.035289,0.060331,0.00605,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,2145,0.068083,0.124397,0.01294,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,2034,0.004298,0.010281,0.00143,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,2072,0.016124,0.05405,0.005319,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,2164,0.039669,0.069339,0.006631,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,2237,0.023967,0.042231,0.004141,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,2067,0.046446,0.081744,0.00801,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,2238,0.02276,0.077099,0.00763,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,2185,0.01124,0.038182,0.00378,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,2246,0.023471,0.057851,0.005929,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,2231,0.009826,0.033223,0.003279,123,123,123,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2003,0.013934,0.047207,0.004671,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2010,0.006876,0.023281,0.002299,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2164,0.034298,0.06,0.00574,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,2145,0.003893,0.013223,0.0013,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,2234,0.060496,0.118182,0.011589,78,78,78,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,2072,0.006149,0.020827,0.002062,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,2291,0.007587,0.025686,0.002543,91,91,91,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,2001,0.00519,0.014132,0.00143,102,102,102,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,2172,0.067438,0.118017,0.01126,10,10,10,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
