bus,bus_type,status,P,Q,fracS,fracY,fracE,gamma,Qmin,Qmax,Qinc,Qcon
1325,1,1,2.295,0.371,1,0,0,0,0,0,0,0
1329,1,1,2.871,0.313,1,0,0,0,0,0,0,0
1330,1,1,1.952,0.296,1,0,0,0,0,0,0,0
1331,1,1,5.294,0.579,1,0,0,0,0,0,0,0
1333,1,1,2.989,0.692,1,0,0,0,0,0,0,0
1334,1,1,2.068,0.065,1,0,0,0,0,0,0,0
1335,1,1,4.026,1.27,1,0,0,0,0,0,0,0
1336,1,1,4.597,0.889,1,0,0,0,0,0,0,0
1337,1,1,9.538,2.3,1,0,0,0,0,0,0,0
1339,1,1,0,0.118,1,0,0,0,0,0,0,0
1340,1,1,6.196,1.411,1,0,0,0,0,0,0,0
1342,1,1,22.02,6.967,1,0,0,0,0,0,0,0
1343,1,1,22.02,6.967,1,0,0,0,0,0,0,0
1344,1,1,5.173,0.989,1,0,0,0,0,0,0,0
1345,1,1,5.057,-0.083,1,0,0,0,0,0,0,0
1347,1,1,1.606,0.475,1,0,0,0,0,0,0,0
1348,1,1,7.812,1.505,1,0,0,0,0,0,0,0
1349,1,1,2.297,0.903,1,0,0,0,0,0,0,0
1351,1,1,12.509,17.589,1,0,0,0,0,0,0,0
1352,1,1,8.918,16.707,1,0,0,0,0,0,0,0
1354,1,1,4.257,1.054,1,0,0,0,0,0,0,0
1355,1,1,2.874,0.68,1,0,0,0,0,0,0,0
1356,1,1,5.742,1.284,1,0,0,0,0,0,0,0
1357,1,1,13.452,3.289,1,0,0,0,0,0,0,0
1360,1,1,11.504,3.043,1,0,0,0,0,0,0,0
1361,1,1,9.416,4.346,1,0,0,0,0,0,0,0
1363,1,1,25.212,32.143,1,0,0,0,0,0,0,0
1364,1,1,4.478,0.496,1,0,0,0,0,0,0,0
1365,1,1,5.743,1.052,1,0,0,0,0,0,0,0
1366,1,1,1.149,0.344,1,0,0,0,0,0,0,0
1367,1,1,1.147,0.363,1,0,0,0,0,0,0,0
1368,1,1,15.045,3.568,1,0,0,0,0,0,0,0
1369,1,1,24.784,3.269,1,0,0,0,0,0,0,0
1371,1,1,8.497,2.414,1,0,0,0,0,0,0,0
1374,1,1,8.627,14.288,1,0,0,0,0,0,0,0
1376,1,1,3.675,1.685,1,0,0,0,0,0,0,0
1377,1,1,4.022,1.021,1,0,0,0,0,0,0,0
1378,1,1,2.527,0.607,1,0,0,0,0,0,0,0
1379,1,1,5.979,1.475,1,0,0,0,0,0,0,0
1380,1,1,0,0.059,1,0,0,0,0,0,0,0
1381,1,1,6.889,2.266,1,0,0,0,0,0,0,0
1383,1,1,1.033,0.3,1,0,0,0,0,0,0,0
1384,1,1,1.378,0.44,1,0,0,0,0,0,0,0
1385,1,1,5.739,-1.412,1,0,0,0,0,0,0,0
1386,1,1,12.632,-2.896,1,0,0,0,0,0,0,0
1389,1,1,3.907,1.093,1,0,0,0,0,0,0,0
1390,1,1,1.262,0.363,1,0,0,0,0,0,0,0
1391,1,1,9.787,-3.403,1,0,0,0,0,0,0,0
1392,1,1,8.643,-0.004,1,0,0,0,0,0,0,0
1393,1,1,6.434,1.505,1,0,0,0,0,0,0,0
1394,1,1,8.39,1.876,1,0,0,0,0,0,0,0
1395,1,1,2.413,0.748,1,0,0,0,0,0,0,0
1397,1,1,11.264,2.992,1,0,0,0,0,0,0,0
1398,1,1,8.272,2.175,1,0,0,0,0,0,0,0
1399,1,1,2.065,0.669,1,0,0,0,0,0,0,0
1400,1,1,16.982,8.023,1,0,0,0,0,0,0,0
1402,1,1,3.557,3.194,1,0,0,0,0,0,0,0
1403,1,1,11.933,6.76,1,0,0,0,0,0,0,0
1404,1,1,3.676,0.634,1,0,0,0,0,0,0,0
1405,1,1,1.377,0.294,1,0,0,0,0,0,0,0
1408,1,1,5.163,1.337,1,0,0,0,0,0,0,0
1410,1,1,11.262,4.03,1,0,0,0,0,0,0,0
1411,1,1,8.73,2.396,1,0,0,0,0,0,0,0
1416,1,1,0,0.111,1,0,0,0,0,0,0,0
1417,1,1,0,0.111,1,0,0,0,0,0,0,0
1418,1,1,3.675,3.083,1,0,0,0,0,0,0,0
1419,1,1,0.229,0.111,1,0,0,0,0,0,0,0
1420,1,1,2.066,0.383,1,0,0,0,0,0,0,0
1421,1,1,2.984,0.469,1,0,0,0,0,0,0,0
1422,1,1,0.344,0.099,1,0,0,0,0,0,0,0
1423,1,1,0.688,0.103,1,0,0,0,0,0,0,0
1426,1,1,2.984,0.687,1,0,0,0,0,0,0,0
1427,1,1,9.659,2.957,1,0,0,0,0,0,0,0
1429,1,1,7.125,0.264,1,0,0,0,0,0,0,0
1430,1,1,2.297,0.828,1,0,0,0,0,0,0,0
1432,1,1,1.701,0.351,1,0,0,0,0,0,0,0
1434,1,1,30.057,12.143,1,0,0,0,0,0,0,0
1435,1,1,3.662,1.476,1,0,0,0,0,0,0,0
1437,1,1,9.537,2.406,1,0,0,0,0,0,0,0
1438,1,1,11.502,2.89,1,0,0,0,0,0,0,0
1439,1,1,3.91,0.505,1,0,0,0,0,0,0,0
1440,1,1,13.239,4.598,1,0,0,0,0,0,0,0
1443,1,1,6.439,1.119,1,0,0,0,0,0,0,0
1444,1,1,4.715,2.42,1,0,0,0,0,0,0,0
1447,1,1,0,0.044,1,0,0,0,0,0,0,0
1448,1,1,1.952,0.258,1,0,0,0,0,0,0,0
1450,1,1,0.803,0.062,1,0,0,0,0,0,0,0
1451,1,1,3.558,1.077,1,0,0,0,0,0,0,0
1452,1,1,1.721,0.334,1,0,0,0,0,0,0,0
1453,1,1,8.045,1.465,1,0,0,0,0,0,0,0
1454,1,1,4.251,0.95,1,0,0,0,0,0,0,0
1455,1,1,0,0.071,1,0,0,0,0,0,0,0
1456,1,1,5.399,-1.609,1,0,0,0,0,0,0,0
1457,1,1,6.657,1.887,1,0,0,0,0,0,0,0
1458,1,1,6.887,1.961,1,0,0,0,0,0,0,0
1459,1,1,6.672,2.274,1,0,0,0,0,0,0,0
1461,1,1,2.965,4.08,1,0,0,0,0,0,0,0
1462,1,1,1.127,-1.439,1,0,0,0,0,0,0,0
1463,1,1,6.095,1.805,1,0,0,0,0,0,0,0
1464,1,1,8.515,-2.662,1,0,0,0,0,0,0,0
1465,1,1,0,0.059,1,0,0,0,0,0,0,0
1467,1,1,5.978,0.495,1,0,0,0,0,0,0,0
1468,1,1,6.67,1.281,1,0,0,0,0,0,0,0
1471,1,1,0,0.071,1,0,0,0,0,0,0,0
1472,1,1,0,0.071,1,0,0,0,0,0,0,0
1474,1,1,10.796,2.637,1,0,0,0,0,0,0,0
1475,1,1,2.64,0.838,1,0,0,0,0,0,0,0
1476,1,1,9.424,2.769,1,0,0,0,0,0,0,0
1479,1,1,0.688,0.22,1,0,0,0,0,0,0,0
1480,1,1,0.803,0.334,1,0,0,0,0,0,0,0
1481,1,1,5.513,1.186,1,0,0,0,0,0,0,0
1482,1,1,2.87,0.631,1,0,0,0,0,0,0,0
1483,1,1,4.021,0.42,1,0,0,0,0,0,0,0
1484,1,1,2.528,0.002,1,0,0,0,0,0,0,0
1485,1,1,2.525,0.74,1,0,0,0,0,0,0,0
1486,1,1,2.989,0.843,1,0,0,0,0,0,0,0
1487,1,1,6.094,1.329,1,0,0,0,0,0,0,0
1489,1,1,8.072,2.346,1,0,0,0,0,0,0,0
1490,1,1,0,0.059,1,0,0,0,0,0,0,0
1492,1,1,3.101,0.397,1,0,0,0,0,0,0,0
1493,1,1,2.296,0.16,1,0,0,0,0,0,0,0
1494,1,1,5.854,1.597,1,0,0,0,0,0,0,0
1495,1,1,12.63,3.251,1,0,0,0,0,0,0,0
1496,1,1,13.425,3.417,1,0,0,0,0,0,0,0
1497,1,1,5.163,2.897,1,0,0,0,0,0,0,0
1499,1,1,1.722,0.071,1,0,0,0,0,0,0,0
1500,1,1,3.904,0.13,1,0,0,0,0,0,0,0
1501,1,1,2.986,0.501,1,0,0,0,0,0,0,0
1502,1,1,10.389,2.252,1,0,0,0,0,0,0,0
1504,1,1,2.87,0.839,1,0,0,0,0,0,0,0
1505,1,1,6.658,1.805,1,0,0,0,0,0,0,0
1507,1,1,5.737,1.114,1,0,0,0,0,0,0,0
1508,1,1,3.786,0.817,1,0,0,0,0,0,0,0
1509,1,1,2.298,0.218,1,0,0,0,0,0,0,0
1510,1,1,3.334,0.479,1,0,0,0,0,0,0,0
1511,1,1,3.217,1.149,1,0,0,0,0,0,0,0
1512,1,1,1.608,0.592,1,0,0,0,0,0,0,0
1513,1,1,13.803,2.044,1,0,0,0,0,0,0,0
1517,1,1,5.858,-0.765,1,0,0,0,0,0,0,0
1518,1,1,4.478,0.432,1,0,0,0,0,0,0,0
1520,1,1,6.784,-0.173,1,0,0,0,0,0,0,0
1521,1,1,5.754,1.557,1,0,0,0,0,0,0,0
1522,1,1,2.755,0.814,1,0,0,0,0,0,0,0
1526,1,1,9.646,3.157,1,0,0,0,0,0,0,0
1527,1,1,2.76,1.072,1,0,0,0,0,0,0,0
1528,1,1,0.688,0.181,1,0,0,0,0,0,0,0
1529,1,1,1.263,0.798,1,0,0,0,0,0,0,0
1532,1,1,5.622,0.074,1,0,0,0,0,0,0,0
1535,1,1,5.056,-1.372,1,0,0,0,0,0,0,0
1536,1,1,4.372,0.826,1,0,0,0,0,0,0,0
1537,1,1,14.733,4.716,1,0,0,0,0,0,0,0
1538,1,1,3.328,1.411,1,0,0,0,0,0,0,0
1540,1,1,4.361,1.085,1,0,0,0,0,0,0,0
1541,1,1,6.414,1.582,1,0,0,0,0,0,0,0
1542,1,1,8.713,2.443,1,0,0,0,0,0,0,0
1543,1,1,19.506,9.657,1,0,0,0,0,0,0,0
1544,1,1,11.474,6.685,1,0,0,0,0,0,0,0
1545,1,1,10.346,1.838,1,0,0,0,0,0,0,0
1547,1,1,2.068,0.588,1,0,0,0,0,0,0,0
1548,1,1,0,0.037,1,0,0,0,0,0,0,0
1549,1,1,1.033,0.436,1,0,0,0,0,0,0,0
1550,1,1,6.435,2.206,1,0,0,0,0,0,0,0
1553,1,1,2.872,-0.87,1,0,0,0,0,0,0,0
1555,1,1,1.263,0.42,1,0,0,0,0,0,0,0
1556,1,1,1.953,0.662,1,0,0,0,0,0,0,0
1557,1,1,5.518,-1.023,1,0,0,0,0,0,0,0
1558,1,1,4.942,1.113,1,0,0,0,0,0,0,0
1559,1,1,5.622,1.783,1,0,0,0,0,0,0,0
1561,1,1,0.918,0.191,1,0,0,0,0,0,0,0
1562,1,1,0.688,0.189,1,0,0,0,0,0,0,0
1563,1,1,8.045,2.112,1,0,0,0,0,0,0,0
1564,1,1,8.039,1.597,1,0,0,0,0,0,0,0
1567,1,1,8.284,1.83,1,0,0,0,0,0,0,0
1568,1,1,1.608,0.053,1,0,0,0,0,0,0,0
1571,1,1,8.841,-2.292,1,0,0,0,0,0,0,0
1572,1,1,11.023,0.452,1,0,0,0,0,0,0,0
1573,1,1,9.211,3.205,1,0,0,0,0,0,0,0
1575,1,1,0,0.059,1,0,0,0,0,0,0,0
1576,1,1,7.94,2.407,1,0,0,0,0,0,0,0
1577,1,1,5.737,2.526,1,0,0,0,0,0,0,0
1578,1,1,4.475,0.149,1,0,0,0,0,0,0,0
1579,1,1,1.147,0.371,1,0,0,0,0,0,0,0
1580,1,1,1.836,1.04,1,0,0,0,0,0,0,0
1581,1,1,4.018,1.151,1,0,0,0,0,0,0,0
1582,1,1,1.033,0.334,1,0,0,0,0,0,0,0
1583,1,1,4.016,0.669,1,0,0,0,0,0,0,0
1584,1,1,8.032,2.749,1,0,0,0,0,0,0,0
1585,1,1,3.676,0.866,1,0,0,0,0,0,0,0
1587,1,1,5.979,1.783,1,0,0,0,0,0,0,0
1588,1,1,3.215,0.771,1,0,0,0,0,0,0,0
1589,1,1,2.066,0.756,1,0,0,0,0,0,0,0
1590,1,1,7.7,2.708,1,0,0,0,0,0,0,0
1592,1,1,3.1,0.362,1,0,0,0,0,0,0,0
1593,1,1,7.363,2.004,1,0,0,0,0,0,0,0
1594,1,1,2.871,0.611,1,0,0,0,0,0,0,0
1595,1,1,1.721,0.297,1,0,0,0,0,0,0,0
1597,1,1,6.888,0.706,1,0,0,0,0,0,0,0
1599,1,1,6.439,1.345,1,0,0,0,0,0,0,0
1601,1,1,3.445,0.814,1,0,0,0,0,0,0,0
1602,1,1,9.073,3.231,1,0,0,0,0,0,0,0
1603,1,1,5.401,1.448,1,0,0,0,0,0,0,0
1604,1,1,6.089,2.017,1,0,0,0,0,0,0,0
1605,1,1,9.886,1.9,1,0,0,0,0,0,0,0
1606,1,1,3.215,0.192,1,0,0,0,0,0,0,0
1607,1,1,2.76,1.214,1,0,0,0,0,0,0,0
1609,1,1,3.099,0.81,1,0,0,0,0,0,0,0
1611,1,1,4.704,1.783,1,0,0,0,0,0,0,0
1613,1,1,0,0.024,1,0,0,0,0,0,0,0
1614,1,1,4.384,1.125,1,0,0,0,0,0,0,0
1615,1,1,1.726,-0.932,1,0,0,0,0,0,0,0
1617,1,1,1.377,0.334,1,0,0,0,0,0,0,0
1618,1,1,0.918,0.316,1,0,0,0,0,0,0,0
1619,1,1,5.513,1.203,1,0,0,0,0,0,0,0
1623,1,1,3.22,0.852,1,0,0,0,0,0,0,0
1624,1,1,3.796,1.259,1,0,0,0,0,0,0,0
1625,1,1,15.082,5.523,1,0,0,0,0,0,0,0
1627,1,1,5.749,1.313,1,0,0,0,0,0,0,0
1628,1,1,4.597,0.588,1,0,0,0,0,0,0,0
1632,1,1,2.295,0.483,1,0,0,0,0,0,0,0
1634,1,1,10.694,-2.575,1,0,0,0,0,0,0,0
1635,1,1,11.154,-2.072,1,0,0,0,0,0,0,0
1636,1,1,9.668,1.093,1,0,0,0,0,0,0,0
1637,1,1,8.86,1.336,1,0,0,0,0,0,0,0
1640,1,1,9.771,3.808,1,0,0,0,0,0,0,0
1641,1,1,10.331,2.035,1,0,0,0,0,0,0,0
1642,1,1,0.803,0.223,1,0,0,0,0,0,0,0
1644,1,1,12.067,6.644,1,0,0,0,0,0,0,0
1647,1,1,0.229,0,1,0,0,0,0,0,0,0
1649,1,1,3.213,0.446,1,0,0,0,0,0,0,0
1650,1,1,3.328,0.594,1,0,0,0,0,0,0,0
1651,1,1,0.918,0.297,1,0,0,0,0,0,0,0
1654,1,1,2.182,0.78,1,0,0,0,0,0,0,0
1655,1,1,2.18,0.78,1,0,0,0,0,0,0,0
1656,1,1,5.741,1.969,1,0,0,0,0,0,0,0
1657,1,1,4.131,1.693,1,0,0,0,0,0,0,0
1659,1,1,5.737,1.486,1,0,0,0,0,0,0,0
1660,1,1,9.179,1.486,1,0,0,0,0,0,0,0
1661,1,1,3.451,1.552,1,0,0,0,0,0,0,0
1662,1,1,4.021,1.092,1,0,0,0,0,0,0,0
1663,1,1,2.066,0.373,1,0,0,0,0,0,0,0
1664,1,1,4.704,1.263,1,0,0,0,0,0,0,0
1665,1,1,4.934,1.189,1,0,0,0,0,0,0,0
1668,1,1,1.493,0.441,1,0,0,0,0,0,0,0
1669,1,1,0.229,0.037,1,0,0,0,0,0,0,0
1671,1,1,9.187,1.894,1,0,0,0,0,0,0,0
1672,1,1,16.951,21.006,1,0,0,0,0,0,0,0
1673,1,1,15,19,1,0,0,0,0,0,0,0
1674,1,1,14.819,15.817,1,0,0,0,0,0,0,0
1675,1,1,6.434,1.449,1,0,0,0,0,0,0,0
1676,1,1,4.366,0.581,1,0,0,0,0,0,0,0
1678,1,1,3.91,0.504,1,0,0,0,0,0,0,0
1679,1,1,4.488,1.371,1,0,0,0,0,0,0,0
1680,1,1,3.445,1,1,0,0,0,0,0,0,0
1683,1,1,4.59,1.486,1,0,0,0,0,0,0,0
1684,1,1,11.51,11.972,1,0,0,0,0,0,0,0
1685,1,1,4.574,11.049,1,0,0,0,0,0,0,0
1686,1,1,2.184,-0.306,1,0,0,0,0,0,0,0
1687,1,1,5.287,0.163,1,0,0,0,0,0,0,0
1688,1,1,2.298,0.218,1,0,0,0,0,0,0,0
1692,1,1,1.836,-0.2,1,0,0,0,0,0,0,0
1693,1,1,2.524,1.04,1,0,0,0,0,0,0,0
1694,1,1,5.634,1.77,1,0,0,0,0,0,0,0
1695,1,1,10.361,2.903,1,0,0,0,0,0,0,0
1696,1,1,2.295,0.594,1,0,0,0,0,0,0,0
1698,1,1,1.492,0.483,1,0,0,0,0,0,0,0
1699,1,1,3.443,1.032,1,0,0,0,0,0,0,0
1702,1,1,9.294,2.006,1,0,0,0,0,0,0,0
1703,1,1,3.442,0.966,1,0,0,0,0,0,0,0
1705,1,1,5.744,1.365,1,0,0,0,0,0,0,0
1706,1,1,4.136,-0.131,1,0,0,0,0,0,0,0
1707,1,1,4.36,0.594,1,0,0,0,0,0,0,0
1709,1,1,5.4,1.802,1,0,0,0,0,0,0,0
1710,1,1,4.82,1.738,1,0,0,0,0,0,0,0
1713,1,1,9.203,2.688,1,0,0,0,0,0,0,0
1714,1,1,1.033,0.374,1,0,0,0,0,0,0,0
1715,1,1,0,0.059,1,0,0,0,0,0,0,0
1716,1,1,1.837,0.37,1,0,0,0,0,0,0,0
1718,1,1,7.688,1.411,1,0,0,0,0,0,0,0
1719,1,1,0,0.024,1,0,0,0,0,0,0,0
1721,1,1,2.066,0.599,1,0,0,0,0,0,0,0
1722,1,1,4.827,1.427,1,0,0,0,0,0,0,0
1725,1,1,8.285,2.293,1,0,0,0,0,0,0,0
1726,1,1,7.355,2.628,1,0,0,0,0,0,0,0
1727,1,1,7.924,2.117,1,0,0,0,0,0,0,0
1728,1,1,3.902,1.151,1,0,0,0,0,0,0,0
1729,1,1,0,0.037,1,0,0,0,0,0,0,0
1730,1,1,1.263,0.42,1,0,0,0,0,0,0,0
1731,1,1,1.492,0.557,1,0,0,0,0,0,0,0
1732,1,1,9.994,3.38,1,0,0,0,0,0,0,0
1733,1,1,1.147,0.371,1,0,0,0,0,0,0,0
1735,1,1,11.016,0.88,1,0,0,0,0,0,0,0
1736,1,1,16.665,2.448,1,0,0,0,0,0,0,0
1737,1,1,1.721,0.227,1,0,0,0,0,0,0,0
1738,1,1,5.217,2.081,1,0,0,0,0,0,0,0
1739,1,1,9.59,3.223,1,0,0,0,0,0,0,0
1740,1,1,4.597,0.964,1,0,0,0,0,0,0,0
1741,1,1,8.611,1.671,1,0,0,0,0,0,0,0
1742,1,1,10.327,2.229,1,0,0,0,0,0,0,0
1743,1,1,8.032,1.486,1,0,0,0,0,0,0,0
1744,1,1,1.149,0.046,1,0,0,0,0,0,0,0
1745,1,1,0.803,0.042,1,0,0,0,0,0,0,0
1746,1,1,2.64,0.836,1,0,0,0,0,0,0,0
1747,1,1,3.443,0.093,1,0,0,0,0,0,0,0
1748,1,1,5.859,2.18,1,0,0,0,0,0,0,0
1749,1,1,1.493,0.368,1,0,0,0,0,0,0,0
1750,1,1,6.901,1.434,1,0,0,0,0,0,0,0
1751,1,1,6.325,1.346,1,0,0,0,0,0,0,0
1753,1,1,8.627,3.23,1,0,0,0,0,0,0,0
1754,1,1,5.975,1.001,1,0,0,0,0,0,0,0
1755,1,1,2.525,0.269,1,0,0,0,0,0,0,0
1756,1,1,7.114,1.857,1,0,0,0,0,0,0,0
1758,1,1,3.1,0.564,1,0,0,0,0,0,0,0
1759,1,1,8.163,0.678,1,0,0,0,0,0,0,0
1760,1,1,12.44,1.102,1,0,0,0,0,0,0,0
1762,1,1,3.222,1.552,1,0,0,0,0,0,0,0
1763,1,1,0,0.036,1,0,0,0,0,0,0,0
1764,1,1,2.87,0.443,1,0,0,0,0,0,0,0
1766,1,1,2.068,0.064,1,0,0,0,0,0,0,0
1767,1,1,3.334,0.479,1,0,0,0,0,0,0,0
1768,1,1,3.447,1.231,1,0,0,0,0,0,0,0
1769,1,1,0,0.059,1,0,0,0,0,0,0,0
1770,1,1,7.917,2.303,1,0,0,0,0,0,0,0
1772,1,1,4.017,1.003,1,0,0,0,0,0,0,0
1773,1,1,5.167,0.49,1,0,0,0,0,0,0,0
1774,1,1,9.198,2.756,1,0,0,0,0,0,0,0
1775,1,1,7.011,2.537,1,0,0,0,0,0,0,0
1776,1,1,21.8,8.172,1,0,0,0,0,0,0,0
1778,1,1,7.458,1.411,1,0,0,0,0,0,0,0
1780,1,1,4.823,1.631,1,0,0,0,0,0,0,0
1782,1,1,4.593,0.985,1,0,0,0,0,0,0,0
1783,1,1,5.166,1.151,1,0,0,0,0,0,0,0
1786,1,1,5.747,1.086,1,0,0,0,0,0,0,0
1788,1,1,0.803,0.21,1,0,0,0,0,0,0,0
1792,1,1,7.458,3.343,1,0,0,0,0,0,0,0
1793,1,1,9.169,8.162,1,0,0,0,0,0,0,0
1794,1,1,13.404,10.008,1,0,0,0,0,0,0,0
1795,1,1,5.404,1.92,1,0,0,0,0,0,0,0
1796,1,1,7.931,2.793,1,0,0,0,0,0,0,0
1797,1,1,7.941,2.888,1,0,0,0,0,0,0,0
1798,1,1,3.217,1.149,1,0,0,0,0,0,0,0
1799,1,1,4.252,1.483,1,0,0,0,0,0,0,0
1801,1,1,4.361,0.929,1,0,0,0,0,0,0,0
1802,1,1,1.836,0.334,1,0,0,0,0,0,0,0
1803,1,1,5.057,1.189,1,0,0,0,0,0,0,0
1804,1,1,4.707,1.478,1,0,0,0,0,0,0,0
1806,1,1,5.749,3.17,1,0,0,0,0,0,0,0
1807,1,1,2.527,0.009,1,0,0,0,0,0,0,0
1809,1,1,8.614,2.86,1,0,0,0,0,0,0,0
1810,1,1,11.028,3.677,1,0,0,0,0,0,0,0
1811,1,1,6.559,2.288,1,0,0,0,0,0,0,0
1812,1,1,8.959,2.024,1,0,0,0,0,0,0,0
1813,1,1,5.747,2.154,1,0,0,0,0,0,0,0
1819,1,1,11.409,4.144,1,0,0,0,0,0,0,0
1820,1,1,6.554,1.812,1,0,0,0,0,0,0,0
1821,1,1,6.431,2.077,1,0,0,0,0,0,0,0
1823,1,1,10.233,2.277,1,0,0,0,0,0,0,0
1824,1,1,13.346,3.657,1,0,0,0,0,0,0,0
1825,1,1,4.022,1.171,1,0,0,0,0,0,0,0
1826,1,1,3.676,1.158,1,0,0,0,0,0,0,0
1827,1,1,3.677,1.313,1,0,0,0,0,0,0,0
1828,1,1,8.957,2.934,1,0,0,0,0,0,0,0
1830,1,1,0,0.059,1,0,0,0,0,0,0,0
1831,1,1,13.03,4.841,1,0,0,0,0,0,0,0
1832,1,1,4.821,1.403,1,0,0,0,0,0,0,0
1833,1,1,7.242,1.975,1,0,0,0,0,0,0,0
1835,1,1,3.098,0.446,1,0,0,0,0,0,0,0
1836,1,1,13,29,1,0,0,0,0,0,0,0
1838,1,1,13,29,1,0,0,0,0,0,0,0
1840,1,1,2.527,0.908,1,0,0,0,0,0,0,0
1841,1,1,6.903,2.279,1,0,0,0,0,0,0,0
1842,1,1,6.552,3.127,1,0,0,0,0,0,0,0
1843,1,1,14.367,4.95,1,0,0,0,0,0,0,0
1846,1,1,0,0.111,1,0,0,0,0,0,0,0
1848,1,1,4.138,1.632,1,0,0,0,0,0,0,0
1849,1,1,9.195,1.782,1,0,0,0,0,0,0,0
1850,1,1,9.771,2.036,1,0,0,0,0,0,0,0
1851,1,1,3.676,0.793,1,0,0,0,0,0,0,0
1852,1,1,2.644,0.758,1,0,0,0,0,0,0,0
1853,1,1,7.233,1.969,1,0,0,0,0,0,0,0
1854,1,1,2.986,0.712,1,0,0,0,0,0,0,0
1856,1,1,7.471,3.065,1,0,0,0,0,0,0,0
1858,1,1,10.22,-31.369,1,0,0,0,0,0,0,0
1859,1,1,1.147,0.186,1,0,0,0,0,0,0,0
1860,1,1,2.066,0.523,1,0,0,0,0,0,0,0
1861,1,1,4.828,1.96,1,0,0,0,0,0,0,0
1862,1,1,6.435,2.523,1,0,0,0,0,0,0,0
1863,1,1,4.592,1.449,1,0,0,0,0,0,0,0
1864,1,1,0.115,0.024,1,0,0,0,0,0,0,0
1866,1,1,0.688,0.149,1,0,0,0,0,0,0,0
1867,1,1,1.147,0.371,1,0,0,0,0,0,0,0
1872,1,1,11.528,6.649,1,0,0,0,0,0,0,0
1874,1,1,2.877,1.607,1,0,0,0,0,0,0,0
1875,1,1,2.297,1.357,1,0,0,0,0,0,0,0
1878,1,1,2.065,0.52,1,0,0,0,0,0,0,0
1879,1,1,6.319,0.784,1,0,0,0,0,0,0,0
1880,1,1,10.462,1.893,1,0,0,0,0,0,0,0
1881,1,1,7.814,0.542,1,0,0,0,0,0,0,0
1882,1,1,13.884,3.566,1,0,0,0,0,0,0,0
1883,1,1,10.671,4.234,1,0,0,0,0,0,0,0
1884,1,1,4.483,1.579,1,0,0,0,0,0,0,0
1885,1,1,9.21,3.179,1,0,0,0,0,0,0,0
1886,1,1,6.671,1.747,1,0,0,0,0,0,0,0
1889,1,1,4.711,0.973,1,0,0,0,0,0,0,0
1890,1,1,1.147,0.743,1,0,0,0,0,0,0,0
1891,1,1,6.655,3.714,1,0,0,0,0,0,0,0
1893,1,1,0,0.321,1,0,0,0,0,0,0,0
1894,1,1,2.873,0.536,1,0,0,0,0,0,0,0
1895,1,1,1.377,0.111,1,0,0,0,0,0,0,0
1896,1,1,5.508,0.966,1,0,0,0,0,0,0,0
1897,1,1,3.672,0,1,0,0,0,0,0,0,0
1898,1,1,1.377,0.891,1,0,0,0,0,0,0,0
1900,1,1,5.967,1.189,1,0,0,0,0,0,0,0
1901,1,1,2.524,0.52,1,0,0,0,0,0,0,0
1902,1,1,9.437,1.574,1,0,0,0,0,0,0,0
1904,1,1,1.378,0.365,1,0,0,0,0,0,0,0
1905,1,1,0,0.059,1,0,0,0,0,0,0,0
1906,1,1,6.885,1.229,1,0,0,0,0,0,0,0
1907,1,1,19.22,8.593,1,0,0,0,0,0,0,0
1910,1,1,1.837,0.53,1,0,0,0,0,0,0,0
1911,1,1,2.296,0.534,1,0,0,0,0,0,0,0
1913,1,1,2.41,0.52,1,0,0,0,0,0,0,0
1914,1,1,6.087,0.711,1,0,0,0,0,0,0,0
1915,1,1,4.025,1.099,1,0,0,0,0,0,0,0
1916,1,1,7.249,2.115,1,0,0,0,0,0,0,0
1917,1,1,1.722,0.22,1,0,0,0,0,0,0,0
1919,1,1,2.411,0.78,1,0,0,0,0,0,0,0
1920,1,1,8.956,0.984,1,0,0,0,0,0,0,0
1921,1,1,3.905,1.385,1,0,0,0,0,0,0,0
1922,1,1,3.559,1.227,1,0,0,0,0,0,0,0
1923,1,1,0.918,0,1,0,0,0,0,0,0,0
1926,1,1,11.933,3.639,1,0,0,0,0,0,0,0
1927,1,1,11.605,2.47,1,0,0,0,0,0,0,0
1928,1,1,4.125,5,1,0,0,0,0,0,0,0
1929,1,1,7.53,5.9,1,0,0,0,0,0,0,0
1930,1,1,15.357,6.21,1,0,0,0,0,0,0,0
1931,1,1,16.246,5.5,1,0,0,0,0,0,0,0
1932,1,1,12.954,2.239,1,0,0,0,0,0,0,0
1933,1,1,7.229,2.249,1,0,0,0,0,0,0,0
1934,1,1,5.451,-0.734,1,0,0,0,0,0,0,0
1936,1,1,7.363,0.974,1,0,0,0,0,0,0,0
1938,1,1,4.864,0.044,1,0,0,0,0,0,0,0
1939,1,1,20.943,4.136,1,0,0,0,0,0,0,0
1940,1,1,13.706,2.223,1,0,0,0,0,0,0,0
1941,1,1,6.33,-0.987,1,0,0,0,0,0,0,0
1943,1,1,5.599,0.581,1,0,0,0,0,0,0,0
1944,1,1,5.703,-0.241,1,0,0,0,0,0,0,0
1945,1,1,5.161,0.644,1,0,0,0,0,0,0,0
1946,1,1,5.449,1.279,1,0,0,0,0,0,0,0
1947,1,1,11.301,2.343,1,0,0,0,0,0,0,0
1948,1,1,3.684,0.527,1,0,0,0,0,0,0,0
1949,1,1,11.188,2.652,1,0,0,0,0,0,0,0
